#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
#Cultural Buildings

#Cultural Building Description

#Retinue names

#Event descriptions
SHRIEST;Shriest;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
GOD_FIRST_SHROOB;The First Shroob;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
FIRST_SHROOB;TheFirst Shroob;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
VIM;Vim;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
KING_COMMANDER;Shroob Commander;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
d_shroob;The Shroob High Command;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
screw_it_up;Make a Mess;FRENCH;GERMAN;;SPANISH;;;;;;;;;x

#Religious descriptions
seven_stars_DESC;The Faith of the Seven Stars revolves around the Seven Star Spirits that reside in Star Haven. Defining features in-game:\n§Y*§! Secular lords may rule over temple holdings\n§Y*§! Seven Star Worshippers can make wishes to the Star Spirits\n§Y*§! Female Seven Star Worshippers are viewed equally to males\n§Y*§! The Seven Stars reward moral behaviour and punish immoral behaviour amongst their followers;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
ztar_faith_DESC;The Ztar Faith revolves around the worship of the dark power of anti-stars known as Ztars.  While Stars are known to grant wishes, Ztars take them away. Defining features in-game:\n§Y*§! Secular lords may rule over temple holdings\n§Y*§! Ztar Worshippers can take away the wishes of Star worshippers\n§Y*§! Female Ztar Worshippers are viewed equally to males;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
dark_star_faith_DESC;The Dark Star Faith is an apocalyptic religion that seeks to restore the Dark Star. Defining features in-game:\n§Y*§! Secular lords may rule over temple holdings\n§Y*§! Dark Star Worshippers can restore the Dark Star and plunge the world into eternal darkness\n§Y*§! Female Dark Star Worshippers are viewed equally to males\n§Y*§! Once the Dark Star is restored it can grant its followers great boons in the fight against the light\n§Y*§! The Dark Star will bring about the apocalypse;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
shine_sprites_DESC;The Shine Sprite Faith centres around the Shine Sprites, beings related to Star Spirits, but who walk the earth and provide energy to those that they favour. Defining features in-game:\n§Y*§! Secular lords may rule over temple holdings\n§Y*§! Shine Sprite worship has no heresies\n§Y*§! Female Shine Sprite Worshippers are viewed equally to males\n§Y*§! Shine Sprites provide their followers with a steady stream of energy in the form of wealth;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
happiness_DESC;Happiness is a religion that focuses on the pursuit and celebration of happiness. Defining features in-game:\n§Y*§! Secular lords may rule over temple holdings\n§Y*§! Happiness has no heresies\n§Y*§! Characters of the Happiness faith cannot call Holy Wars, or be the target of Holy Wars \n§Y*§! Characters of the happiness faith are well-liked ;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
greed_DESC;Greed is the vice of never being content with one's property or status, and a constant, consuming urge to increase one's status. It is one of the most notorious misdeeds amongst Mushroom Planet denizens, as well as the most common. Characters adhering to Greed simply refuse to be comfortable with what they have and will take any risk to acquire more possessions. Defining features in-game:\n§Y*§! Secular lords may rule over temple holdings\n§Y*§! Greedy characters receive gold for their envy in yearly intervals\n§Y*§! Female Greedy characters are viewed equally to males\n§Y*§! The Greed Spirit is the religious head of the Greed faith and will periodically rob independent Greedy characters \n§Y*§! The Greed Spirit can be exorcised (destroyed) if a Greedy character controls four of the five Greed Holy Sites\n§Y*§! Characters that are devoted to Greed make poor vassals, and may attempt to rob their lieges from time to time;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
gambling_DESC;The prevalence of casinos throughout the world has led to a large population with gambling addictions. Gamblers love to risk their entire life savings in the hopes of one day winning it all. Defining features in-game:\n§Y*§! Secular lords may not rule directly over temple holdings (casinos)\n§Y*§! Gambling characters may gamble as long as they have the money to do so and will be forced to gamble if they abstain too long\n§Y*§! Female Gamblers are viewed equally to males\n§Y*§! The religious head of Gambling is a secular title and may cease to exist \n§Y*§! If the religious head title is held then the holder becomes the 'bank' and will benefit from house odds;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
bowser_religion_DESC;The Cult of Bowser is one of the most important social movements in the history of the Mushroom Kingdom. Bowser, King of the Koopas, commands the respect and loyalty of legions of sincerely devoted followers. Defining features in-game:\n§Y*§! The head of the faith, Bowser, may freely invade any realm as long as he is strong enough \n§Y*§! Secular lords may rule directly over temple holdings \n§Y*§! Female Bowser Cultists are viewed equally to males\n§Y*§! The religious head of the Bowser Cult is a secular title and may cease to exist ;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
smithy_religion_DESC;The Cult of Smithy is the faith of the followers of Smithy, who believe him to be a living god. Defining features in-game:\n§Y*§! The head of the faith, Smithy, may freely invade any realm as long as he is strong enough \n§Y*§! Secular lords may rule directly over temple holdings \n§Y*§! Female Smithy Cultists are viewed equally to males\n§Y*§! The religious head of the Smithy Cult is a secular title and may cease to exist ;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
twilight_towner_DESC;The ancient religion of the people of Twilight Town is centred around the worship of the source of all life, the Moon, at the Creepy Steeple. Defining features in-game:\n§Y*§! Secular lords may not rule directly over temple holdings \n§Y*§! Only males may be priests \n§Y*§! Priests are excluded from the line of succession \n§Y*§! In the secular realm Female Twilight Towners are viewed equally to males;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
shroob_DESC;The creepy Shroobs brought their creepy religion with them when they attacked the Mushroom Kingdom.  Defining features in-game:\n§Y*§! Members of the Shroob faith may freely invade realms \n§Y*§! Secular lords may rule directly over temple holdings \n§Y*§! Female Shroob faithful are viewed equally to males\n§Y*§! The religious head of the Shroob faith is a secular title and may cease to exist ;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
kong_religion_DESC;The religion of the Kongs.  Defining features in-game:\n§Y*§! Members of the Shroob faith may freely invade realms \n§Y*§! Secular lords may rule directly over temple holdings \n§Y*§! Female Shroob faithful are viewed equally to males\n§Y*§! The religious head of the Shroob faith is a secular title and may cease to exist ;FRENCH;GERMAN;;SPANISH;;;;;;;;;x



#Trait descriptions
happiness_religion_trait_desc;This character is a follower of the Happiness faith;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
greed_religion_trait_desc;This character is a follower of the Greed faith;FRENCH;GERMAN;;SPANISH;;;;;;;;;x

#Decision descriptions
screw_it_up_desc;Give the Mario Universe religions a try...;FRENCH;GERMAN;;SPANISH;;;;;;;;;x

#Title descriptions

#Decision descriptions
make_a_wish_DESC;Worshippers of the Star Spirits can make wishes, and if they've been good, those wishes may just come true.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
steal_from_liege_DESC;Characters of the Greed religion may attempt to rob their lieges of valuables.  This is a high-risk endeavour that will likely end in imprisonment.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
gamble_tooltip;You will have the option to risk it all on a game of chance.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x

#Custom Tooltips
wish_ask;Make a wish to the Star Spirits.  They may grant your wish, they may not.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
grant_wish;This wish shall be granted.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
deny_wish;The wish shall go unanswered.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
wish_ztar;Weaken the power of the Star Spirits and deny one of their faithful a wish.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
